group,title,coding
politics_filtered_nov19,"Georgia election official says hand tally of presidential race is complete, the results affirm Biden’s lead over Trump",
politics_filtered_nov19,"‘Reach Out to Trump Supporters,’ They Said. I Tried. | I give up.",
politics_filtered_nov19,Arizona's Top Election Official Said She's Getting Violent Threats Due To Trump's Lies,
politics_filtered_nov19,Biden says the Trump White House won't give him COVID stockpile information. Here it is.,
politics_filtered_nov21,The Fed Could Help Cash-Strapped Cities and States. Mnuchin Has Other Ideas. | The lame-duck Treasury secretary seems to want to sabotage Biden’s ability to stave off the pandemic’s economic impacts.,
politics_filtered_nov21,"Blocked by Trump, Biden forced to use transition workarounds",
politics_filtered_nov20,"Biden lawyer says there's ""no chance"" that Trump's ""pathetic"" Electoral College effort works",
conservative_filtered_nov20,"Facebook's Election Fact Checker Honored Biden In 2017, Employees Donated EXCLUSIVELY to Democrats in 2020",
politics_filtered_nov20,'Monstrous Behavior': Mnuchin Slammed for Biden 'Snub' That Could Sabotage US Economic Recovery,
politics_filtered_nov19,Georgia manual recount confirms Biden victory,
conservative_filtered_nov21,Ilhan Omar Urges Biden To ‘Reverse’ President Trump’s Middle East Agreements,
politics_filtered_nov21,"No, Venezuelan communists did not interfere in the election. Yes, Trump’s legal team claimed that.",
politics_filtered_nov19,Wisconsin election official: We shouldn't water Trump's 'plant of baloney',
politics_filtered_nov21,Biden will receive @POTUS Twitter account even if Trump refuses to concede,
politics_filtered_nov20,Hoyer on Trump election challenges: 'I think this borders on treason',
conservative_filtered_nov21,Joe Biden's 'Vote Joe' website defaced by Turkish Hackers,
conservative_filtered_nov20,Trump Administration To Unveil Drug Price Regs,
politics_filtered_nov21,Trump privately plots his next act - including a potential 2024 rematch,
conservative_filtered_nov20,"Trump Lawyer Sidney Powell Responds to Tucker Carlson: 'He Was Insulting, Demanding and Rude'",
conservative_filtered_nov20,Giuliani: ‘Massive Fraud’: Trump lawyers present chapter and verse in presser,
politics_filtered_nov19,Trump's Michigan con: His supporters are so blinded by racism they keep falling for it,
conservative_filtered_nov19,Giuliani: 'National Conspiracy' by Democrat-Run Cities to Steal Election. Has evidence of scheme to steal key battleground states for Biden.,
politics_filtered_nov19,CEOs abandon Trump,
conservative_filtered_nov21,Elected DNC Member Floats Re-Education Camps for Trump Supporters,
conservative_filtered_nov20,"4th Georgia County Finds Memory Card With Uncounted Votes, Most for Biden",
politics_filtered_nov21,Michigan Group Sues Trump for Disenfranchising Black Voters,
conservative_filtered_nov21,‘Enormously insulting’: Sanders warns Biden not to shut out progressives,
politics_filtered_nov19,Biden says Trump will be remembered as ‘one of the most irresponsible presidents in American history’,
politics_filtered_nov20,Rudy Giuliani straight-up asked a federal judge to ignore Pennsylvania voters and declare Trump won the state,
conservative_filtered_nov21,Merkel's Germany Tells Trump Not to Bring Troops Home from Afghanistan,
politics_filtered_nov19,239 groups urge Biden to use executive power to cancel student debt on first day in office,
politics_filtered_nov20,Trump is past exploring legal options. He’s using lies and chicanery to try to undo his defeat.,
politics_filtered_nov20,Donald Trump Will Try To Convince State Republicans to Change Electoral College Rules to Win: Report,
politics_filtered_nov20,Astra Taylor: Biden Can Cancel Student Debt on Day One. Movements Must Make Him Do It.,
politics_filtered_nov20,Mitt Romney calls Trump's attempt to overturn Michigan election 'undemocratic',
conservative_filtered_nov20,Biden Deputy Chief of Staff Pushed 'Mandatory' Firearm Buybacks,
politics_filtered_nov21,Romney vs. Chachi? Actor Scott Baio threatens to run against Utah senator in 2024 over Trump rebuke.,
conservative_filtered_nov21,"Kayleigh McEnany Obliterates Both Dems, Media for Hypocrisy Over Election Results, Completely Levels CNN Reporter: ""Where were the calls for unity and a peaceful transition when President Trump was elected in 2016?""",
politics_filtered_nov20,Biden wants Congress to pass emergency COVID aid this year,
conservative_filtered_nov19,Trump Campaign Lawyers: There is a Pattern of Planned Voter Fraud in Multiple States,
politics_filtered_nov19,Trump’s coup might not work. But he may pave the way for the next failed candidate.,
politics_filtered_nov21,Conservative News Site Warns Trump: 'Concede And Move On',
conservative_filtered_nov19,Biden Says He Will Admit and Grant Permanent Status to Immigrants Who Go on Food Stamps and Medicaid,
politics_filtered_nov20,Maryland Gov. Hogan: Trump’s refusal help Biden transition team is ‘outrageous’,
politics_filtered_nov19,"There are three parts to Donald Trump’s endgame, Anthony Scaramucci says. ‘He’s only as powerful as his willing accomplices,' former White House director of communications says",
politics_filtered_nov19,The next step is to start ignoring Trump altogether,
conservative_filtered_nov19,"Horowitz: Doesn’t pass Joe Biden’s ‘smell test’: With 2 major Georgia county errors, how can we trust the election results?",
politics_filtered_nov21,Michigan group sues Trump campaign citing disenfranchisement of Black voters - The plaintiffs say the campaign's legal challenges to the election violated their voting rights.,
conservative_filtered_nov20,Donald Trump Called to Support Michigan Canvassing Board Members After Threats,
politics_filtered_nov19,Biden calls Trump ‘most irresponsible president in American history’,
conservative_filtered_nov19,Satire: Obama Horrified As Trump Undoes His Years Of Hard Work Bombing The Middle East,
conservative_filtered_nov21,Bo Erickson of CBS asks Biden about his son. He says it's just a smear campaign.,
