,coding,group,title
26,3.0,conservative_filtered_nov19,Trump invites GOP Michigan lawmakers to White House amid challenge to election results
27,3.0,politics_filtered_nov19,Attorneys Left Scratching Their Heads as Trump Campaign Lawyer Does the Unthinkable in Michigan
28,3.0,conservative_filtered_nov20,"Trump Lawyer Sidney Powell Responds to Tucker Carlson: 'He Was Insulting, Demanding and Rude'"
29,3.0,politics_filtered_nov19,"Now 0 for 3 in lawsuits, the Republican Party just will not accept that Trump lost Arizona"
30,3.0,politics_filtered_nov20,Biden campaign: Trump efforts to derail Michigan election results an 'abuse of office'
31,3.0,politics_filtered_nov19,Trump Campaign News Conference on Legal Challenges
32,3.0,politics_filtered_nov20,Trump and Rudy Giuliani’s lawsuits challenging the election are a clown show
33,3.0,politics_filtered_nov20,Biden Decries Trump Conduct as ‘Outrageous’
34,3.0,politics_filtered_nov21,Black Detroit voters sue Trump campaign over effort to invalidate election results
35,3.0,conservative_filtered_nov19,Trump-Appointed Judge Rejects Lin Wood’s ‘Creative’ Election Lawsuit in Georgia
36,3.0,conservative_filtered_nov20,Trump Campaign Lawyers: There Is a Pattern of Planned Voter Fraud in Multiple States
37,3.0,conservative_filtered_nov21,Trump voters back the President’s charges of election fraud led by Democrats
38,3.0,conservative_filtered_nov21,Trump Appears To Doubting Tucker And Lets Him Touch The Fraudulent Ballots Himself
39,3.0,politics_filtered_nov21,"Editorial: Trump’s effort to steal the election is a step toward fascism in America. If you call yourself a patriot, you can’t support it"
40,3.0,politics_filtered_nov20,Election security official fired by Trump claims Giuliani press conference ‘most dangerous’ in TV history
41,3.0,politics_filtered_nov20,Romney blasts ‘undemocratic’ Trump for pressuring Republicans to overturn election
42,3.0,politics_filtered_nov20,Donald Trump’s Effort To Steal The Election Is Comically Stupid — And Extremely Dangerous
43,3.0,politics_filtered_nov21,'Call his bluff': Edward Norton lays out poker-style Trump analysis we never expected
44,3.0,politics_filtered_nov19,The Trump Campaign Is Paying For A Recount In Wisconsin — But Only In Areas With Large Black Populations
45,3.0,politics_filtered_nov19,New shenanigans are afoot in Michigan as Trump tries to block certification of Biden’s win
46,3.0,politics_filtered_nov20,Tucker Carlson Asked a Trump Campaign Lawyer for Proof and That’s When She Shut Him Down
47,3.0,politics_filtered_nov19,Trump's election lawsuits plagued by elementary errors
48,3.0,politics_filtered_nov19,Hmm...Michigan Republicans Backtracked on Certifying Election After Receiving Call From Trump
49,3.0,politics_filtered_nov20,Michigan GOP lawmakers heckled on arrival for White House meeting | The meeting comes as Trump's lawyers call for state legislatures to name electors for Trump in states Biden won.
50,3.0,conservative_filtered_nov19,Trump campaign lawyer under protection following ‘threats of harm’
51,3.0,politics_filtered_nov20,Trump personally called two Republicans who now oppose certifying Detroit-area votes
52,3.0,politics_filtered_nov19,Donald Trump Will Try To Convince State Republicans to Change Electoral College Rules to Win: Report
53,3.0,politics_filtered_nov20,"Giuliani Presser Was ‘Most Dangerous’ TV In US History, Says Security Expert Trump Fired"
54,3.0,politics_filtered_nov21,Conspiracy theories are Trump ‘weapons’ in desperate bid to cling to power
55,3.0,politics_filtered_nov19,It's Donald Trump vs. democracy. Which side are you on?
56,3.0,politics_filtered_nov19,"As Trump campaign challenges election results, El Paso has a different question: Where is our money?"
57,3.0,politics_filtered_nov21,CNN's Brianna Keilar rolls the tape on Donald Trump's history of baselessly claiming election fraud
58,3.0,politics_filtered_nov20,An attorney leading Trump's attempt to subvert the election results is a longtime QAnon supporter
59,3.0,conservative_filtered_nov21,"Romney on Trump election tactics: 'Difficult to imagine a worse, more undemocratic action' by president"
60,3.0,politics_filtered_nov19,Judge Denies Trump’s Request for Second Hand Recount in Georgia
61,3.0,politics_filtered_nov19,Arizona's Top Election Official Said She's Getting Violent Threats Due To Trump's Lies
62,3.0,politics_filtered_nov20,"Biden lawyer says there's ""no chance"" that Trump's ""pathetic"" Electoral College effort works"
63,3.0,politics_filtered_nov19,Wisconsin election official: We shouldn't water Trump's 'plant of baloney'
64,3.0,politics_filtered_nov20,Hoyer on Trump election challenges: 'I think this borders on treason'
65,3.0,conservative_filtered_nov20,Giuliani: ‘Massive Fraud’: Trump lawyers present chapter and verse in presser
66,3.0,politics_filtered_nov19,Trump's Michigan con: His supporters are so blinded by racism they keep falling for it
67,3.0,conservative_filtered_nov19,Giuliani: 'National Conspiracy' by Democrat-Run Cities to Steal Election. Has evidence of scheme to steal key battleground states for Biden.
68,3.0,politics_filtered_nov21,Michigan Group Sues Trump for Disenfranchising Black Voters
69,3.0,politics_filtered_nov20,Rudy Giuliani straight-up asked a federal judge to ignore Pennsylvania voters and declare Trump won the state
70,3.0,politics_filtered_nov20,Trump is past exploring legal options. He’s using lies and chicanery to try to undo his defeat.
71,3.0,politics_filtered_nov20,Donald Trump Will Try To Convince State Republicans to Change Electoral College Rules to Win: Report
72,3.0,politics_filtered_nov20,Mitt Romney calls Trump's attempt to overturn Michigan election 'undemocratic'
73,3.0,conservative_filtered_nov21,"Kayleigh McEnany Obliterates Both Dems, Media for Hypocrisy Over Election Results, Completely Levels CNN Reporter: ""Where were the calls for unity and a peaceful transition when President Trump was elected in 2016?"""
74,3.0,conservative_filtered_nov19,Trump Campaign Lawyers: There is a Pattern of Planned Voter Fraud in Multiple States
75,3.0,politics_filtered_nov19,Trump’s coup might not work. But he may pave the way for the next failed candidate.
76,3.0,conservative_filtered_nov19,"Horowitz: Doesn’t pass Joe Biden’s ‘smell test’: With 2 major Georgia county errors, how can we trust the election results?"
77,3.0,politics_filtered_nov21,Michigan group sues Trump campaign citing disenfranchisement of Black voters - The plaintiffs say the campaign's legal challenges to the election violated their voting rights.
78,3.0,conservative_filtered_nov20,Donald Trump Called to Support Michigan Canvassing Board Members After Threats
79,3.0,politics_filtered_nov21,"Here’s when Biden’s win becomes official — and how Trump is trying to prevent that | With key deadlines looming, derailing the certification of results is part of the president’s strategy"
80,3.0,politics_filtered_nov21,Republicans demand Michigan delay certifying Biden win for ‘audit’ of Detroit vote
81,3.0,politics_filtered_nov21,"No, Venezuelan communists did not interfere in the election. Yes, Trump’s legal team claimed that."
82,3.0,conservative_filtered_nov19,Trump Lawyer in PA Placed Under Protection After ‘Threats of Harm’
83,3.0,politics_filtered_nov19,President Trump invites Michigan GOP leaders to White House
84,3.0,politics_filtered_nov19,"There are three parts to Donald Trump’s endgame, Anthony Scaramucci says. ‘He’s only as powerful as his willing accomplices,' former White House director of communications says"
85,3.0,politics_filtered_nov19,CEOs abandon Trump
86,4.0,politics_filtered_nov20,Trump Is No Longer the Problem. His Army of Followers Is.
87,4.0,politics_filtered_nov19,Harvard students urge leadership to bar Trump officials from campus
88,4.0,politics_filtered_nov20,"After Years of Watching ‘Trump Show,’ TV News Starts to Turn it Off"
89,4.0,politics_filtered_nov19,Ivanka Trump's Ex-Best Friend Says Donald Trump Had a 'Photographic Memory' for Her Body Changes
90,4.0,conservative_filtered_nov19,"After Insulting Trump Voters For Years, NYT Writer Complains Reaching Out To Them Is A 'Waste Of Time'"
91,4.0,conservative_filtered_nov20,Whoa: Nearly a Third of Democrats Believe the Election Was Stolen From Trump
92,4.0,politics_filtered_nov19,Twitter Reminds Matt Gaetz Of ‘Lock Her Up’ After He Slams Calls For Jailing Trump
93,4.0,conservative_filtered_nov21,Hispanic Voters in Florida Feel Election Was Stolen from Trump
94,4.0,politics_filtered_nov20,Atlanta mayor: Trump would 'eat his own children' if it helped him
95,4.0,conservative_filtered_nov21,[Not Satire] National Democratic Party official suggests re-education for Trump supporters: 'How do you deprogram 75 million people?'
96,4.0,politics_filtered_nov19,"‘Reach Out to Trump Supporters,’ They Said. I Tried. | I give up."
97,4.0,conservative_filtered_nov20,"Facebook's Election Fact Checker Honored Biden In 2017, Employees Donated EXCLUSIVELY to Democrats in 2020"
98,4.0,conservative_filtered_nov21,Elected DNC Member Floats Re-Education Camps for Trump Supporters
99,4.0,politics_filtered_nov19,Rudy Giuliani claims without proof Trump won Wisconsin 'by a good margin'
100,4.0,politics_filtered_nov19,The GOP’s Big Self-Own - Republican support for Trump’s election-fraud claims isn’t just damaging to Biden and democracy—it’s damaging to Republicans too.
101,4.0,politics_filtered_nov19,Obama Says He Expected Trump Would Only Be One-Term President: 'I Was Right about That'
102,4.0,conservative_filtered_nov21,Berkeley professor sparks outrage by claiming Trump supporters who have an 'indifference' to COVID are like Germans who 'ignored and profited from the Holocaust'
103,4.0,conservative_filtered_nov21,Brian Williams mocks Geraldo Rivera suggestion to name COVID-19 vaccine after Trump
104,4.0,conservative_filtered_nov20,Berkeley Prof Compares Trump Supporters to Germans Under Nazi Rule and likens coronavirus pandemic to the Holocaust
105,4.0,conservative_filtered_nov20,Obama’s Grotesque Self-Revisionism -- The former president's assessment of Trump ignores his own administration’s lawlessness.
106,4.0,politics_filtered_nov21,Barack Obama: ‘Donald Trump and I tell very different stories about America’
107,4.0,politics_filtered_nov19,"Trump's rhetoric is ""so similar"" to Jim Jones, says woman who fled Jonestown cult"
108,5.0,politics_filtered_nov21,"G20 leaders meet to discuss help for poorest nations in post-Covid world, Trump golfs"
109,5.0,politics_filtered_nov21,"Steven Mnuchin Swears He’s Not Tanking the Economy Just to F--k Over Joe Biden: Strangely, not everyone believes him."
110,5.0,politics_filtered_nov19,"Senate Confirms Trump Nominee, 33, to Lifetime Judgeship Despite ‘Not Qualified’ Rating and Dearth of Trial Experience"
111,5.0,politics_filtered_nov21,Biden to work to end executions as government sets 3 more
112,5.0,politics_filtered_nov21,‘Something very historical’: Push for diverse Biden Cabinet
113,5.0,politics_filtered_nov20,"Biden is considering making Merrick Garland, denied Supreme Court seat, the attorney general"
114,5.0,politics_filtered_nov19,Push for Biden to cancel student debt using executive order grows
115,5.0,politics_filtered_nov21,"Paris agreement gets 'new lease on life' under Biden, climate advocates say"
116,5.0,conservative_filtered_nov20,Top Border Officials Warn About Disastrous Effects of Biden's Promise to Stop Building the Border Wall
117,5.0,politics_filtered_nov21,Trump Using Last Days to Lock in Policies and Make Biden’s Task More Difficult
118,5.0,politics_filtered_nov20,Black Bankers Push Biden Team to Secure Top Jobs for Minorities
119,5.0,conservative_filtered_nov19,'Climate action is tied to reproductive justice': AOC says the Biden administration has committed to a $2 trillion climate plan
120,5.0,politics_filtered_nov21,Biden could announce Cabinet picks as soon as next week
121,5.0,politics_filtered_nov20,Biden says Trump 'will go down in history as being one of the most irresponsible presidents'
122,5.0,conservative_filtered_nov20,"Major LGBT Group Urges Biden to Strip Accreditation of Christian Schools, Colleges"
123,5.0,politics_filtered_nov19,"Mnuchin to End Some Fed Emergency Programs, Limiting Biden"
124,5.0,conservative_filtered_nov19,"Larry Elder: ""Biden to ‘Racist’ Trump Voters: ‘Let’s Heal’"""
125,5.0,politics_filtered_nov19,Biden says Trump 'will go down in history as being one of the most irresponsible presidents'
126,5.0,politics_filtered_nov21,The Fed Could Help Cash-Strapped Cities and States. Mnuchin Has Other Ideas. | The lame-duck Treasury secretary seems to want to sabotage Biden’s ability to stave off the pandemic’s economic impacts.
127,5.0,politics_filtered_nov20,'Monstrous Behavior': Mnuchin Slammed for Biden 'Snub' That Could Sabotage US Economic Recovery
128,5.0,conservative_filtered_nov20,Trump Administration To Unveil Drug Price Regs
129,5.0,conservative_filtered_nov21,‘Enormously insulting’: Sanders warns Biden not to shut out progressives
130,5.0,politics_filtered_nov19,Biden says Trump will be remembered as ‘one of the most irresponsible presidents in American history’
131,5.0,politics_filtered_nov19,239 groups urge Biden to use executive power to cancel student debt on first day in office
132,5.0,politics_filtered_nov20,Astra Taylor: Biden Can Cancel Student Debt on Day One. Movements Must Make Him Do It.
133,5.0,conservative_filtered_nov20,Biden Deputy Chief of Staff Pushed 'Mandatory' Firearm Buybacks
134,5.0,politics_filtered_nov21,Romney vs. Chachi? Actor Scott Baio threatens to run against Utah senator in 2024 over Trump rebuke.
135,5.0,conservative_filtered_nov19,Biden Says He Will Admit and Grant Permanent Status to Immigrants Who Go on Food Stamps and Medicaid
136,5.0,politics_filtered_nov19,Biden calls Trump ‘most irresponsible president in American history’
137,5.0,politics_filtered_nov21,Trump privately plots his next act - including a potential 2024 rematch
138,5.0,politics_filtered_nov20,"If Biden wants unity, he must first hold Trump accountable"
139,6.0,politics_filtered_nov21,More GOP Senators Have COVID Than Have Acknowledged That Joe Biden Won
140,6.0,conservative_filtered_nov19,"New York Times op-ed admits 'Trump was right,' Democrats 'wrong,' about keeping schools open ""Some things are true even though President Trump says them"""
141,6.0,politics_filtered_nov20,"Governors meet with Biden to discuss plan to combat virus — Gov. Larry Hogan, R-Md., was one of a number of governors who met with President-elect Biden on Thursday to talk about combating the coronavirus. Gov. Hogan joins Morning Joe to discuss the meeting."
142,6.0,politics_filtered_nov20,Trump lawyer Rudy Giuliani's son Andrew tests positive for Covid after attending press conference
143,6.0,politics_filtered_nov21,Biden wades into coronavirus relief fight
144,6.0,politics_filtered_nov20,Trump administration cuts off emergency Federal Reserve programs as coronavirus cases spike
145,6.0,politics_filtered_nov20,Biden wants Congress to pass emergency COVID aid this year
146,6.0,politics_filtered_nov19,Biden says the Trump White House won't give him COVID stockpile information. Here it is.
147,6.0,politics_filtered_nov21,Trump skips G20 pandemic event to visit golf club as virus ravages US
148,7.0,conservative_filtered_nov21,Bo Erickson of CBS asks Biden about his son. He says it's just a smear campaign.
149,7.0,politics_filtered_nov21,Neal Katyal: All of Trump’s criminal immunity expires in about 60 days
150,7.0,politics_filtered_nov20,"New York officials are now said to be investigating some of Trump's tax write-offs, including consulting fees that appeared to go to his daughter Ivanka"
151,7.0,politics_filtered_nov20,Weissmann: Citizen Trump should be prosecuted for obstructing Special Counsel Mueller
152,7.0,politics_filtered_nov19,A Pro-Trump ‘Scam PAC’ Got a Huge Taxpayer Bailout
153,8.0,conservative_filtered_nov20,Trump Admin Brings Hammer Down on 'Anti-Semitic' Movement Targeting Israel
154,8.0,politics_filtered_nov20,"Trump should quit and 'not be embarrassing', Czech president says."
155,8.0,conservative_filtered_nov21,Ilhan Omar Urges Biden To ‘Reverse’ President Trump’s Middle East Agreements
156,8.0,conservative_filtered_nov21,Merkel's Germany Tells Trump Not to Bring Troops Home from Afghanistan
157,8.0,conservative_filtered_nov19,Satire: Obama Horrified As Trump Undoes His Years Of Hard Work Bombing The Middle East
158,8.0,conservative_filtered_nov21,Joe Biden's 'Vote Joe' website defaced by Turkish Hackers
159,8.0,politics_filtered_nov20,"World leaders have moved on from Trump, says Eurasia Group president — Ian Bremmer of the Eurasia Group says that world leaders have moved on from the Trump presidency and are preparing for President-elect Biden."
160,8.0,politics_filtered_nov21,Pompeo’s Grotesque Farewell Party in Israel Shows That the Trump Team Knows It's Over — Pompeo used his visit to Israel and the settlements to push forward his pet ideological project and advance his post-Trump political career.
